notation,label,broader
root,海老名市立中央図書館分類表,
07003100010061,アニメ・ゲーム音楽,0700310001
07003100010071,ラブソング・ウエディング,0700310001
07003100010081,キッズ,0700310001
07003100019999,その他 楽譜,0700310001
07003100110001,合唱・声楽,0700310011
07003100110011,声楽,0700310011
07003100110021,発声法・歌唱法,0700310011
07003100110031,独唱,0700310011
07003100110041,合唱,0700310011
07003100110051,童謡,0700310011
07003100110061,邦楽,0700310011
07003100110071,カラオケ歌集,0700310011
07003100119999,その他 合唱・声楽,0700310011
07003100210001,DTM・DAW,0700310021
07003100210011,音楽ソフト,0700310021
07003100310001,楽器,0700310031
07003100310011,鍵盤楽器,0700310031
07003100310021,弦楽器,0700310031
07003100310031,木管楽器,0700310031
07003100310041,金管楽器,0700310031
07003100310051,打楽器,0700310031
07003100310061,和楽器,0700310031
07003100319999,その他 楽器,0700310031
07003100410001,オーディオ,0700310041
07003100519999,その他 音楽・演奏,0700310051
07004100010001,カメラ一般,0700410001
07004100010011,カメラエッセイ,0700410001
07004100010021,写真論,0700410001
07004100010031,アナログカメラ,0700410001
07004100010041,デジタルカメラ,0700410001
07004100010051,一眼レフ,0700410001
07004100010061,ビデオカメラ,0700410001
07004100010071,撮影技法,0700410001
07004100010081,編集技法,0700410001
07004100010091,録画技法,0700410001
07004100019999,その他 カメラ,0700410001
07005100010001,鉄道読み物,0700510001
07005100010011,鉄道エッセイ,0700510001
07005100010021,鉄道史,0700510001
07005100010031,鉄道雑学,0700510001
07005100010041,鉄道専門,0700510001
07005100110001,路線・駅,0700510011
07005100110011,廃線,0700510011
07005100210001,車両,0700510021
07005100210011,新幹線,0700510021
07005100210021,国鉄,0700510021
07005100210031,SL,0700510021
07005100210041,ブルートレイン,0700510021
07005100210051,海外の鉄道,0700510021
07005100310001,時刻表,0700510031
07005100310011,鉄道写真,0700510031
07005100319999,その他 鉄道,0700510031
07006100010001,クルマ読み物,0700610001
07006100010011,クルマエッセイ,0700610001
07006100010021,自動車業界,0700610001
07006100010031,運転技術,0700610001
07006100110001,クルマカタログ,0700610011
07006100210001,日本メーカー,0700610021
07006100210011,トヨタ,0700610021
07006100210021,日産,0700610021
07006100210031,ホンダ,0700610021
07006100210041,マツダ,0700610021
07006100210051,三菱,0700610021
07006100210061,スバル,0700610021
07006100210071,スズキ,0700610021
07006100210081,ダイハツ,0700610021
07006100210091,軽自動車,0700610021
07006100219999,その他 日本車,0700610021
07006100310001,海外メーカー,0700610031
07006100410001,ドイツ車,0700610041
07006100410011,メルセデス,0700610041
07006100410021,BMW,0700610041
07006100410031,フォルクス・ワーゲン,0700610041
07006100410041,ポルシェ,0700610041
07006100410051,アウディ,0700610041
07006100419999,その他 ドイツ車,0700610041
07006100510001,イタリア車,0700610051
07006100510011,フェラーリ,0700610051
07006100510021,フィアット,0700610051
07006100510031,アルファロメオ,0700610051
07006100510041,ランボルギーニ,0700610051
07006100510051,ランチア,0700610051
07006100519999,その他 イタリア車,0700610051
07006100610001,イギリス車,0700610061
07006100610011,ロータス,0700610061
07006100610021,ミニ,0700610061
07006100610031,アストン・マーティン,0700610061
07006100610041,ランドローバー,0700610061
07006100610051,ジャガー,0700610061
07006100619999,その他 イギリス車,0700610061
07006100710001,フランス車,0700610071
07006100710011,プジョー,0700610071
07006100710021,シトロエン,0700610071
07006100710031,ルノー,0700610071
07006100719999,その他 フランス車,0700610071
07006100810001,アメリカ車,0700610081
07006100810011,GM,0700610081
07006100810021,カマロ,0700610081
07006100810031,コルベット,0700610081
07006100810041,シボレー,0700610081
07006100810051,フォード,0700610081
07006100819999,その他 アメリカ車,0700610081
07006100910001,ボルボ,0700610091
07006100910011,サーブ,0700610091
07006100919999,その他 欧州車,0700610091
07007100010001,バイク読み物,0700710001
07007100010011,バイクエッセイ,0700710001
07007100010021,ツーリング,0700710001
07007100010031,運転技術,0700710001
07007100110001,バイクカタログ,0700710011
07007100210001,国内バイク,0700710021
07007100210011,ホンダ,0700710021
07007100210021,カワサキ,0700710021
07007100210031,ヤマハ,0700710021
07007100210041,スズキ,0700710021
07007100219999,その他 国内バイク,0700710021
07007100310001,海外バイク,0700710031
07007100310011,ハーレーダビッドソン,0700710031
07007100310021,ドゥカティ,0700710031
07007100310031,トライアンフ,0700710031
07007100310041,BMW,0700710031
07007100310051,スクーター,0700710031
07007100319999,その他 海外バイク,0700710031
07008100010001,レース,0700810001
07008100010011,モータースポーツ,0700810001
07008100010021,F1,0700810001
07008100010031,ル・マン,0700810001
07008100010041,ラリー,0700810001
07008100010051,ドライバー,0700810001
07008100010061,バイクレース,0700810001
07008100010071,WGP,0700810001
07008100019999,その他 レース,0700810001
07008100110001,メンテナンス,0700810011
07008100110011,クルマメンテナンス,0700810011
07008100110021,バイクメンテナンス,0700810011
07008100110031,ガレージ,0700810011
07008100110041,チューンナップ,0700810011
07008100110051,メカニズム,0700810011
07008100119999,その他 メンテナンス,0700810011
07008100210001,その他 クルマ・バイク,0700810021
07009100010001,乗り物,0700910001
07009100010011,航空,0700910001
07009100010021,船舶,0700910001
07009100010031,トラック,0700910001
07009100010041,バス,0700910001
07009100010051,特殊車両,0700910001
07009100010061,警察・消防,0700910001
07009100019999,その他 乗り物,0700910001
07010100010001,コレクション,0701010001
07010100010011,模型・ラジコン,0701010001
07010100010021,アニメ・フィギュア,0701010001
07010100010031,ノスタルジー,0701010001
07010100010041,おもちゃ,0701010001
07010100010051,切手,0701010001
07010100010061,コイン,0701010001
07010100010071,凧,0701010001
07010100019999,その他 コレクション,0701010001
07010100110001,模型製作,0701010011
07010100110011,ラジコン,0701010011
07010100110021,プラモデル,0701010011
07010100110031,ロボット,0701010011
07010100119999,その他 模型,0701010011
07010100210001,ガンダム,0701010021
07010100210011,小説,0701010021
07010100210021,読み物,0701010021
07010100210031,設定資料集,0701010021
07010100210041,ガンプラ,0701010021
07010100219999,その他 ガンダム,0701010021
07010100310001,特撮,0701010031
07010100310011,劇場作品,0701010031
07010100310021,テレビシリーズ,0701010031
07010100310031,ウルトラマン,0701010031
07010100310041,仮面ライダー,0701010031
07010100310051,特撮戦隊,0701010031
07010100319999,その他 特撮,0701010031
07010100419999,その他 コレクション,0701010041
07011100010001,ミリタリー読み物,0701110001
07011100110001,軍隊,0701110011
07011100110011,特殊部隊,0701110011
07011100110021,サバイバル,0701110011
07011100110031,自衛隊,0701110011
07011100119999,その他 軍隊,0701110011
07011100210001,兵器,0701110021
07011100210011,戦車,0701110021
07011100210021,戦艦,0701110021
07011100210031,大和,0701110021
07011100210041,潜水艦,0701110021
07011100210051,戦闘機,0701110021
07011100210061,零戦,0701110021
07011100219999,その他 兵器,0701110021
07011100310001,武器・兵装,0701110031
07011100310011,モデルガン,0701110031
07011100310021,ナイフ,0701110031
07011100319999,その他 武器・兵装,0701110031
07011100410001,模型,0701110041
07011100519999,その他 ミリタリー,0701110051
07012100010001,ゲーム,0701210001
07012100010011,マジック,0701210001
07012100010021,トランプ,0701210001
07012100010031,パーティーゲーム,0701210001
07012100010041,ダーツ,0701210001
07012100010051,ビリヤード,0701210001
07012100010061,クイズ,0701210001
07012100010071,パズル,0701210001
07012100010081,チェス,0701210001
07012100010091,TVゲーム,0701210001
07012100019999,その他 ゲーム,0701210001
07012100110001,囲碁,0701210011
07012100110011,囲碁エッセイ,0701210011
07012100210001,将棋,0701210021
07012100210011,将棋エッセイ,0701210021
07012100310001,麻雀,0701210031
07012100310011,麻雀エッセイ,0701210031
07012100310021,点数計算,0701210031
07012100419999,その他 ゲーム,0701210041
07013100010001,競馬,0701310001
07013100010011,競馬エッセイ,0701310001
07014100010001,競輪・競艇,0701410001
07014100110001,パチンコ,0701410011
07014100210001,パチスロ,0701410021
07014100310001,宝くじ,0701410031
07014100519999,その他 ギャンブル,0701410051
07015100010001,占い,0701510001
07015100010011,人気占い師,0701510001
07015100010021,風水占い,0701510001
07015100010031,姓名判断,0701510001
07015100010041,易学・暦,0701510001
07015100010051,手相・人相,0701510001
07015100010061,四柱推命,0701510001
07015100010071,占星術・星座占い,0701510001
07015100010081,誕生日占い,0701510001
07015100010091,干支占い,0701510001
07015100010101,血液型占い,0701510001
07015100010111,心理占い,0701510001
07015100010121,相性占い,0701510001
07015100010131,夢占い,0701510001
07015100010141,トランプ占い,0701510001
07015100010151,タロット占い,0701510001
07015100019999,その他 占い,0701510001
07016100010001,趣味実用全集,0701610001
08000100010001,文化人類学一般,0800010001
08000100010011,文化史,0800010001
08000100019999,その他 文化人類学,0800010001
08000100110001,民俗事典,0800010011
08000100110011,民俗学一般,0800010011
08000100110021,日本文化,0800010011
08000100110031,日本文化史,0800010011
08000100110041,風俗・生活文化,0800010011
08000100110051,服飾史,0800010011
08000100110061,住生活史,0800010011
08000100110071,社会・家庭生活の習俗,0800010011
08000100110081,子どもの習俗,0800010011
08000100110091,狩猟,0800010011
08000100110101,姓氏・家系,0800010011
08000100110111,家紋,0800010011
08000100110121,日本神話・民話,0800010011
08000100110131,信仰,0800010011
08000100110141,陰陽道,0800010011
08000100110151,妖怪,0800010011
08000100119999,その他 民俗学,0800010011
08000100210001,神話学,0800010021
08000100210011,世界神話・民話,0800010021
08000100210021,北欧神話,0800010021
08000100210031,ケルト神話,0800010021
08000100210041,ギリシア神話,0800010021
08000100219999,その他 神話・民話,0800010021
08000100310001,地理事典,0800010031
08000100310011,文化地理学一般,0800010031
08000100310021,日本の地理,0800010031
08000100310031,海外の地理,0800010031
08000100310041,国旗,0800010031
08000100310051,地名由来,0800010031
08000100319999,その他 文化地理学,0800010031
08000100419999,その他 民俗・地理,0800010041
08000100510001,民俗学全集,0800010051
08001100010001,宗教事典,0800110001
08001100010011,宗教一般,0800110001
08001100010021,宗教史,0800110001
08001100010031,宗教学,0800110001
08001100019999,その他 宗教,0800110001
08001100110001,仏教事典,0800110011
08001100110011,仏教一般,0800110011
08001100110021,仏教史,0800110011
08001100110031,経典,0800110011
08001100110041,般若心経,0800110011
08001100110051,ブッダ,0800110011
08001100110061,仏教哲学,0800110011
08001100110071,チベット仏教,0800110011
08001100110081,天台宗,0800110011
08001100110091,真言宗,0800110011
08001100110101,修験道,0800110011
08001100110111,浄土宗,0800110011
08001100110121,浄土真宗,0800110011
08001100110131,日蓮宗,0800110011
08001100110141,禅宗,0800110011
08001100110151,その他 各宗派,0800110011
08001100110161,寺院,0800110011
08001100110171,仏教美術,0800110011
08001100110181,巡礼・お遍路,0800110011
08001100110191,法話,0800110011
08001100119999,その他 仏教,0800110011
08001100210001,神道一般,0800110021
08001100210011,神社,0800110021
08001100210021,伊勢神宮,0800110021
08001100219999,その他 神道,0800110021
08001100310001,キリスト教事典,0800110031
08001100310011,キリスト教一般,0800110031
08001100310021,キリスト教史,0800110031
08001100310031,イエス・キリスト,0800110031
08001100310041,聖者,0800110031
08001100310051,教義・神学,0800110031
08001100310061,聖書,0800110031
08001100310071,旧約聖書,0800110031
08001100310081,新約聖書,0800110031
08001100310091,教会,0800110031
08001100319999,その他 キリスト教,0800110031
08001100410001,ユダヤ教,0800110041
08001100410011,イスラム教,0800110041
08001100410021,ヒンドゥー教・ジャイナ教,0800110041
08001100419999,その他 宗教,0800110041
08001100510001,現代宗教,0800110051
08001100519999,その他 現代宗教,0800110051
08001100610001,宗教学全集,0800110061
08002100010001,生きるということ,0800210001
08002100010011,終の住処,0800210001
08002100110001,哲学思想事典,0800210011
08002100110011,哲学思想一般,0800210011
08002100119999,その他 哲学思想一般,0800210011
08002100210001,西洋哲学思想一般,0800210021
08002100210011,西洋哲学史,0800210021
08002100210021,古代哲学,0800210021
08002100210031,中世哲学,0800210021
08002100210041,ルネサンス,0800210021
08002100210051,近世哲学,0800210021
08002100210061,ドイツ観念論,0800210021
08002100219999,その他 西洋哲学思想,0800210021
08002100310001,東洋思想一般,0800210031
08002100310011,中国思想,0800210031
08002100310021,儒教,0800210031
08002100310031,道教,0800210031
08002100310041,インド思想,0800210031
08002100310051,イスラム思想,0800210031
08002100319999,その他 東洋思想,0800210031
08002100410001,日本思想一般,0800210041
08002100410011,日本思想史,0800210041
08002100410021,江戸の思想,0800210041
08002100410031,明治・大正の思想,0800210041
08002100410041,昭和の思想,0800210041
08002100410051,日本現代思想,0800210041
08002100419999,その他 日本思想,0800210041
08002100510001,現代思想一般,0800210051
08002100510011,現象学,0800210051
08002100510021,実存主義,0800210051
08002100510031,構造主義・ポスト構造主義,0800210051
08002100510041,ポストモダニズム,0800210051
08002100510051,カルチュラル・スタディーズ,0800210051
08002100519999,その他 現代思想,0800210051
08002100610001,社会思想一般,0800210061
08002100610011,マルクス思想,0800210061
08002100619999,その他 社会思想,0800210061
08002100710001,論理学,0800210071
08002100719999,その他 論理学,0800210071
08002100810001,倫理学,0800210081
08002100819999,その他 倫理学,0800210081
08002100910001,言語学,0800210091
08002100919999,その他 言語学,0800210091
08002101010001,科学哲学,0800210101
08002101019999,その他 科学哲学,0800210101
08002101110001,記号論,0800210111
08002101119999,その他 記号論,0800210111
08002101210001,論文集,0800210121
08002101310001,哲学思想全集,0800210131
08003100010001,神秘学一般,0800310001
08003100010011,神智学,0800310001
08003100010021,シュタイナー,0800310001
08003100010031,カバラ,0800310001
08003100010041,魔術,0800310001
08003100010051,錬金術,0800310001
08003100010061,予言,0800310001
08003100010071,日月神示,0800310001
08003100010081,悪魔,0800310001
08003100010091,天使・妖精,0800310001
08003100010101,アセンション,0800310001
08003100010111,フリーメイソン,0800310001
08003100010121,秘密結社,0800310001
08003100019999,その他 神秘学,0800310001
08003100110001,瞑想・気功・ヨーガ,0800310011
08003100110011,瞑想一般,0800310011
08003100110021,指導者,0800310011
08003100110031,気・気功,0800310011
08003100110041,ヨーガ,0800310011
08003100110051,ホリスティック医学,0800310011
08003100110061,アーユルヴェーダ,0800310011
08003100110071,ヒーリング,0800310011
08003100110081,レイキ,0800310011
08003100110091,チャクラ,0800310011
08003100110101,癒し,0800310011
08003100110111,呼吸法,0800310011
08003100119999,その他 瞑想・気功・ヨーガ,0800310011
08003100210001,スピリチュアル一般,0800310021
08003100210011,波動,0800310021
08003100210021,パワースポット,0800310021
08003100210031,パワーストーン,0800310021
08003100210041,霊・霊界,0800310021
08003100210051,シルバーバーチ,0800310021
08003100210061,運命,0800310021
08003100210071,天国・神,0800310021
08003100210081,宇宙,0800310021
08003100210091,オーラ・魂,0800310021
08003100210101,引き寄せ,0800310021
08003100210111,ハワイアンスピリチュアル,0800310021
08003100219999,その他 スピリチュアル,0800310021
08003100310001,超心理,0800310031
08003100310011,輪廻・転生,0800310031
08003100310021,前世,0800310031
08003100310031,臨死・死後体験,0800310031
08003100310041,エドガー・ケイシー,0800310031
08003100310051,ニューサイエンス,0800310031
08003100319999,その他 超心理,0800310031
08003100410001,超常世界・超常現象,0800310041
08003100410011,超科学,0800310041
08003100410021,超能力,0800310041
08003100410031,UFO,0800310041
08003100410041,宇宙人,0800310041
08003100410051,プレアデス,0800310041
08003100410061,UMA,0800310041
08003100410071,超古代文明,0800310041
08003100419999,その他 超常世界,0800310041
08003100510001,精神世界全集,0800310051
08004100010001,心理学事典,0800410001
08004100010011,心理学一般,0800410001
08004100010021,心理学入門,0800410001
08004100010031,心理エッセイ,0800410001
08004100010041,アドラー心理学,0800410001
08004100010051,神経心理学,0800410001
08004100010061,社会心理学,0800410001
08004100010071,産業・組織心理学,0800410001
08004100010081,感情心理学,0800410001
08004100010091,人間行動,0800410001
08004100010101,認知心理学,0800410001
08004100010111,感覚・知覚,0800410001
08004100010121,記憶・思考,0800410001
08004100010131,パーソナリティ,0800410001
08004100010141,犯罪心理,0800410001
08004100010151,実験心理学,0800410001
08004100019999,その他 心理学,0800410001
08004100110001,精神分析事典,0800410011
08004100110011,精神分析一般,0800410011
08004100110021,夢分析,0800410011
08004100110031,ユング・ユング派,0800410011
08004100110041,フロイト・フロイト派,0800410011
08004100110051,ラカン,0800410011
08004100119999,その他 精神分析,0800410011
08004100210001,カウンセリング入門,0800410021
08004100210011,カウンセリング技法,0800410021
08004100210021,ロジャーズ,0800410021
08004100219999,その他 カウンセリング,0800410021
08004100310001,臨床心理事典,0800410031
08004100310011,臨床心理一般,0800410031
08004100310021,心理療法,0800410031
08004100310031,認知療法,0800410031
08004100310041,行動療法,0800410031
08004100310051,フォーカシング,0800410031
08004100310061,アサーション,0800410031
08004100310071,交流分析,0800410031
08004100310081,対人関係療法,0800410031
08004100310091,森田療法,0800410031
08004100310101,音楽療法,0800410031
08004100310111,芸術療法,0800410031
08004100310121,児童心理療法,0800410031
08004100310131,遊戯療法,0800410031
08004100310141,家族療法,0800410031
08004100310151,催眠療法,0800410031
08004100310161,臨床心理士,0800410031
08004100319999,その他 臨床心理,0800410031
08005100010001,人文全集,0800510001
09000100010001,どうぶつ,0900010001
09000100010011,とり,0900010001
09000100010021,さかな,0900010001
09000100010031,むし,0900010001
09000100010041,きょうりゅう,0900010001
09000100010051,のりもの,0900010001
09000100010061,きせつ,0900010001
09000100010071,たべもの,0900010001
09000100010081,かぞく・ともだち,0900010001
09000100010091,たんじょうび,0900010001
09000100010101,うた・おんがく,0900010001
09000100010111,おしごと,0900010001
09000100010121,ねむり,0900010001
09000100010131,まじょ・まほう,0900010001
09000100010141,おばけ・ようかい,0900010001
09000100010151,うんち・おしっこ,0900010001
09000100110001,有名作家の絵本,0900010011
09000100210001,キャラクター絵本,0900010021
09000100210011,ディズニー,0900010021
09000100210021,ジブリ,0900010021
09000100210031,アンパンマン,0900010021
09000100210041,サンリオ,0900010021
09000100210051,トーマス,0900010021
09000100210061,ドラえもん,0900010021
09000100210071,ポケットモンスター,0900010021
09000100210081,ヒーロー,0900010021
09000100210091,ヒロイン,0900010021
09000100219999,その他 キャラクター絵本,0900010021
09000100310001,幼児絵本,0900010031
09000100310011,ファーストブック,0900010031
09000100310021,小型絵本,0900010031
09000100310031,知育絵本,0900010031
09000100310041,その他 幼児絵本,0900010031
09000100410001,しかけ絵本,0900010041
09000100510001,国内の名作絵本,0900010051
09000100510011,海外の名作絵本,0900010051
09000100510021,読み聞かせ絵本,0900010051
09000100610001,国内絵本,0900010061
09000100710001,海外絵本,0900010071
09000100810001,外国語絵本,0900010081
09001100010001,紙芝居,0900110001
09002100010001,国内読み物,0900210001
09002100010011,海外読み物,0900210001
09002100010021,ノンフィクション,0900210001
09002100010031,エッセイ,0900210001
09002100010041,古典文学,0900210001
09002100010051,詩集・俳句,0900210001
09002100010061,YA小説,0900210001
09002100010071,学年別読み物,0900210001
09002100010081,ファンタジー,0900210001
09002100010091,おばけ・こわい話,0900210001
09002100019999,その他 読み物,0900210001
09002100110001,国内の名作読み物,0900210011
09002100110011,海外の名作読み物,0900210011
09002100210001,児童文庫,0900210021
09002100210011,岩波少年文庫,0900210021
09002100210021,青い鳥文庫,0900210021
09002100210031,偕成社文庫,0900210021
09002100210041,火の鳥文庫,0900210021
09002100210051,角川つばさ文庫,0900210021
09002100219999,その他 児童文庫,0900210021
09002100310001,岩波ジュニア新書,0900210031
09002100319999,その他 児童新書,0900210031
09003100010001,学ぶ,0900310001
09003100010011,学校生活,0900310001
09003100010021,勉強法,0900310001
09003100010031,自由研究・宿題,0900310001
09003100010041,作文・論文,0900310001
09003100010051,進学・資格,0900310001
09003100110001,国語・ことば,0900310011
09003100110011,日本語,0900310011
09003100110021,漢字,0900310011
09003100110031,ことわざ・四字熟語,0900310011
09003100110041,語源,0900310011
09003100110051,方言,0900310011
09003100110061,外国語,0900310011
09003100119999,その他 国語・ことば,0900310011
09003100210001,算数,0900310021
09003100219999,その他 算数,0900310021
09003100310001,理科,0900310031
09003100310011,観察・実験,0900310031
09003100310021,地球,0900310031
09003100310031,技術,0900310031
09003100310041,発明,0900310031
09003100319999,その他 理科,0900310031
09003100410001,社会,0900310041
09003100410011,民族,0900310041
09003100410021,文化,0900310041
09003100410031,政治,0900310041
09003100410041,経済,0900310041
09003100410051,産業,0900310041
09003100410061,憲法・法律,0900310041
09003100410071,国際,0900310041
09003100410081,環境問題,0900310041
09003100410091,社会問題,0900310041
09003100410101,ニュース・メディア,0900310041
09003100410111,年鑑・統計,0900310041
09003100410121,その他 社会,0900310041
09003100510001,地理・旅行,0900310051
09003100510011,地図・地名,0900310051
09003100510021,国旗,0900310051
09003100510031,日本,0900310051
09003100510041,世界の国々,0900310051
09003100510051,世界遺産,0900310051
09003100510061,旅行,0900310051
09003100519999,その他 地理・旅行,0900310051
09003100610001,芸術・美術,0900310061
09003100610011,デザイン,0900310061
09003100610021,写真・写真集,0900310061
09003100610031,舞台・演劇,0900310061
09003100610041,音楽,0900310061
09003100610051,伝統芸能,0900310061
09003100610061,工芸,0900310061
09003100610071,書道,0900310061
09003100619999,その他 芸術・美術,0900310061
09003100710001,しごと,0900310071
09003100710011,しごと案内,0900310071
09003100719999,その他 しごと,0900310071
09003100810001,福祉・ボランティア,0900310081
09003100810011,高齢者,0900310081
09003100810021,視覚障害,0900310081
09003100810031,聴覚障害,0900310081
09003100810041,その他 障害,0900310081
09003100810051,こどもの福祉,0900310081
09003100810061,災害,0900310081
09003100819999,その他 福祉・ボランティア,0900310081
09003100910001,道徳,0900310091
09003100910011,哲学・思想,0900310091
09003100910021,マナー・ルール,0900310091
09003100910031,名言・人生訓,0900310091
09003100910041,宗教,0900310091
09003100910051,神話,0900310091
09003100910061,心理学,0900310091
09003100919999,その他 道徳,0900310091
09003101010001,PC,0900310101
09003101010011,情報・インターネット,0900310101
09003101010021,携帯電話,0900310101
09003101019999,その他 IT,0900310101
09003101110001,歴史,0900310111
09003101110011,考古学,0900310111
09003101110021,日本史,0900310111
09003101110031,世界史,0900310111
09003101110041,伝記,0900310111
09003101119999,その他 歴史,0900310111
09003101210001,郷土,0900310121
09003101219999,その他 郷土,0900310121
09003101310001,読書・図書館,0900310131
09003101310011,読書・読書ガイド,0900310131
09003101310021,本の探し方・調べ方,0900310131
09003101310031,図書館,0900310131
09003101319999,その他 読書・図書館,0900310131
09003101410001,教科書,0900310141
09003101510001,学習漫画,0900310151
09003101510011,日本の歴史,0900310151
09003101510021,世界の歴史,0900310151
09003101619999,その他 科目,0900310161
09004100010001,あそぶ,0900410001
09004100010011,ことばあそび,0900410001
09004100010021,雑学・教養,0900410001
09004100010031,テーブルゲーム,0900410001
09004100010041,手品,0900410001
09004100010051,手あそび,0900410001
09004100010061,あやとり,0900410001
09004100010071,占い,0900410001
09004100010081,心理ゲーム,0900410001
09004100010091,風水・おまじない,0900410001
09004100010101,お絵かき,0900410001
09004100010111,うた・音楽,0900410001
09004100010121,さがし絵本,0900410001
09004100010131,アウトドア,0900410001
09004100010141,クイズ・なぞなぞ,0900410001
09004100019999,その他 あそぶ,0900410001
09004100110001,スポーツ,0900410011
09004100110011,スポーツエッセイ,0900410011
09004100110021,オリンピック・パラリンピック,0900410011
09004100110031,野球・ソフトボール,0900410011
09004100110041,サッカー・フットサル,0900410011
09004100110051,バスケットボール・バレーボール,0900410011
09004100110061,テニス・卓球・バドミントン,0900410011
09004100110071,武道・格闘技,0900410011
09004100110081,ウィンタースポーツ,0900410011
09004100110091,水泳,0900410011
09004100110101,陸上競技,0900410011
09004100110111,体操,0900410011
09004100119999,その他 スポーツ,0900410011
09004100210001,料理,0900410021
09004100210011,レシピ,0900410021
09004100210021,食べ物,0900410021
09004100210031,食文化,0900410021
09004100210041,食を知る・考える,0900410021
09004100210051,栄養,0900410021
09004100219999,その他 料理,0900410021
09004100310001,くらし,0900410031
09004100310011,家・お部屋づくり,0900410031
09004100310021,おしゃれ,0900410031
09004100310031,雑貨,0900410031
09004100319999,その他 くらし,0900410031
09004100410001,手芸・クラフト,0900410041
09004100410011,おりがみ,0900410041
09004100410021,ペーパークラフト,0900410041
09004100410031,工作,0900410041
09004100410041,リサイクル工作,0900410041
09004100419999,その他 手芸・クラフト,0900410041
09004100510001,生き物,0900410051
09004100510011,ペット,0900410051
09004100510021,動物,0900410051
09004100510031,水辺の生き物,0900410051
09004100510041,両生類・は虫類,0900410051
09004100510051,昆虫,0900410051
09004100510061,鳥,0900410051
09004100510071,微生物,0900410051
09004100510081,進化,0900410051
09004100510091,恐竜・化石,0900410051
09004100519999,その他 生き物,0900410051
09004100610001,植物,0900410061
09004100619999,その他 植物,0900410061
09004100710001,からだ・人間,0900410071
09004100710011,からだのしくみ,0900410071
09004100710021,脳のふしぎ,0900410071
09004100710031,いのちの誕生,0900410071
09004100710041,こころとからだ,0900410071
09004100710051,遺伝,0900410071
09004100710061,性を知る,0900410071
09004100710071,健康法,0900410071
09004100710081,応急手当・くすり,0900410071
09004100710091,けが・病気,0900410071
09004100719999,その他 からだ・人間,0900410071
09004100810001,宇宙・天文学,0900410081
09004100810011,天体観測,0900410081
09004100810021,星,0900410081
09004100810031,太陽・月・惑星,0900410081
09004100819999,その他 宇宙・天文学,0900410081
09004100910001,乗り物,0900410091
09004100910011,電車,0900410091
09004100910021,自動車,0900410091
09004100910031,飛行機,0900410091
09004100919999,その他 乗り物,0900410091
09005100010001,事典,0900510001
09005100010011,図鑑,0900510001
09006100010001,児童書全集,0900610001
10000100010001,言語学,1000010001
10000100010011,言語教育,1000010001
10001100010001,日本語,1000110001
10001100010011,国語学,1000110001
10001100010021,国語史,1000110001
10001100010031,日本語教育,1000110001
10001100010041,音声・音韻・文字,1000110001
10001100010051,語彙,1000110001
10001100010061,熟語・慣用語,1000110001
10001100010071,流行語・外来語,1000110001
10001100010081,文法・語法,1000110001
10001100010091,日本語能力検定,1000110001
10001100010101,漢字検定,1000110001
10001100010111,外国人向け日本語学習,1000110001
10001100019999,その他 日本語,1000110001
10002100010001,英会話,1000210001
10002100010011,発音・リスニング,1000210001
10002100010021,英単語・熟語,1000210001
10002100010031,英文法,1000210001
10002100010041,リーディング,1000210001
10002100010051,ライティング,1000210001
10002100010061,読み物・勉強法,1000210001
10002100019999,その他 英語,1000210001
10002100110001,時事英語,1000210011
10002100110011,ビジネス英語,1000210011
10002100110021,ビジネス英会話,1000210011
10002100110031,会議・プレゼン,1000210011
10002100110041,英文履歴書・面接,1000210011
10002100110051,レター・Eメール,1000210011
10002100110061,ビジネス英文レター,1000210011
10002100110071,英語論文の書き方,1000210011
10002100110081,総合教材,1000210011
10002100119999,その他 ビジネス英語・専門英語,1000210011
10002100210001,対訳書,1000210021
10002100210011,英語文庫,1000210021
10002100210021,バイリンガルブック,1000210021
10002100210031,バイリンガルコミック,1000210021
10002100210041,スクリーンプレイ,1000210021
10002100219999,その他 対訳書,1000210021
10003100010001,英検,1000310001
10003100010011,国連英検,1000310001
10003100010021,ビジネス英語検定,1000310001
10003100110001,TOEIC,1000310011
10003100110011,入門・勉強法,1000310011
10003100110021,単語・熟語,1000310011
10003100110031,リーディング,1000310011
10003100110041,リスニング,1000310011
10003100110051,文法,1000310011
10003100110061,スコア別,1000310011
10003100110071,模試,1000310011
10003100210001,TOEFL,1000310021
10003100310001,通訳・翻訳資格ガイド,1000310031
10003100310011,通訳一般,1000310031
10003100310021,通訳検定,1000310031
10003100310031,翻訳一般,1000310031
10003100310041,翻訳検定,1000310031
10003100319999,その他 通訳・翻訳,1000310031
10003100419999,その他 英検・TOEIC,1000310041
10004100010001,中国語一般,1000410001
10004100010011,中国語会話,1000410001
10004100010021,単語・熟語,1000410001
10004100010031,文法,1000410001
10004100010041,広東語,1000410001
10004100010051,上海語,1000410001
10004100010061,台湾語,1000410001
10004100010071,対訳書,1000410001
10004100010081,中国語検定,1000410001
10004100019999,その他 中国語,1000410001
10004100110001,韓国語一般,1000410011
10004100110011,韓国語会話,1000410011
10004100110021,単語・熟語,1000410011
10004100110031,文法,1000410011
10004100110041,対訳書,1000410011
10004100110051,韓国語検定,1000410011
10004100119999,その他 韓国語,1000410011
10004100210001,タイ語,1000410021
10004100210011,インドネシア語,1000410021
